Extrayendo histogramas segmentados para 9060 genomas...
INFO: [4860/9060] Segmented histograms extracted: 470.8063
INFO: [4870/9060] Segmented histograms extracted: 470.8086
INFO: [4880/9060] Segmented histograms extracted: 470.8083
INFO: [4890/9060] Segmented histograms extracted: 470.8091
INFO: [4900/9060] Segmented histograms extracted: 470.8105
INFO: [4910/9060] Segmented histograms extracted: 470.8120
INFO: [4920/9060] Segmented histograms extracted: 573.12865
INFO: [4930/9060] Segmented histograms extracted: 573.12872
INFO: [4940/9060] Segmented histograms extracted: 573.12874
INFO: [4950/9060] Segmented histograms extracted: 573.12883
INFO: [4960/9060] Segmented histograms extracted: 573.12890
INFO: [4970/9060] Segmented histograms extracted: 573.12897
INFO: [4980/9060] Segmented histograms extracted: 573.12905
INFO: [4990/9060] Segmented histograms extracted: 573.12923
INFO: [5000/9060] Segmented histograms extracted: 573.12944
INFO: [5010/9060] Segmented histograms extracted: 573.12942
INFO: [5020/9060] Segmented histograms extracted: 573.12967
INFO: [5030/9060] Segmented histograms extracted: 573.12971
INFO: [5040/9060] Segmented histograms extracted: 573.12974
INFO: [5050/9060] Segmented histograms extracted: 573.12982
INFO: [5060/9060] Segmented histograms extracted: 573.13003
INFO: [5070/9060] Segmented histograms extracted: 573.13005
INFO: [5080/9060] Segmented histograms extracted: 573.13014
INFO: [5090/9060] Segmented histograms extracted: 573.13017
INFO: [5100/9060] Segmented histograms extracted: 573.13027
INFO: [5110/9060] Segmented histograms extracted: 573.13039
INFO: [5120/9060] Segmented histograms extracted: 573.13062
INFO: [5130/9060] Segmented histograms extracted: 573.13058
INFO: [5140/9060] Segmented histograms extracted: 573.13065
INFO: [5150/9060] Segmented histograms extracted: 573.13091
INFO: [5160/9060] Segmented histograms extracted: 573.13088
INFO: [5170/9060] Segmented histograms extracted: 573.13109
INFO: [5180/9060] Segmented histograms extracted: 573.13125
INFO: [5190/9060] Segmented histograms extracted: 573.13130
INFO: [5200/9060] Segmented histograms extracted: 573.13128
INFO: [5210/9060] Segmented histograms extracted: 573.13142
INFO: [5220/9060] Segmented histograms extracted: 573.13162
INFO: [5230/9060] Segmented histograms extracted: 573.13164
INFO: [5240/9060] Segmented histograms extracted: 573.13170
INFO: [5250/9060] Segmented histograms extracted: 573.13186
INFO: [5260/9060] Segmented histograms extracted: 573.13207
INFO: [5270/9060] Segmented histograms extracted: 573.13206
INFO: [5280/9060] Segmented histograms extracted: 573.13216
INFO: [5290/9060] Segmented histograms extracted: 573.13238
INFO: [5300/9060] Segmented histograms extracted: 573.13235
INFO: [5310/9060] Segmented histograms extracted: 573.13244
INFO: [5320/9060] Segmented histograms extracted: 573.13253
INFO: [5330/9060] Segmented histograms extracted: 573.13277
INFO: [5340/9060] Segmented histograms extracted: 573.13275
INFO: [5350/9060] Segmented histograms extracted: 573.13284
INFO: [5360/9060] Segmented histograms extracted: 573.13293
INFO: [5370/9060] Segmented histograms extracted: 573.13317
INFO: [5380/9060] Segmented histograms extracted: 573.13309
INFO: [5390/9060] Segmented histograms extracted: 573.13343
INFO: [5400/9060] Segmented histograms extracted: 573.13332
INFO: [5410/9060] Segmented histograms extracted: 573.13360
INFO: [5420/9060] Segmented histograms extracted: 573.13359
INFO: [5430/9060] Segmented histograms extracted: 573.13376
INFO: [5440/9060] Segmented histograms extracted: 573.13386
INFO: [5450/9060] Segmented histograms extracted: 573.13387
INFO: [5460/9060] Segmented histograms extracted: 573.13399
INFO: [5470/9060] Segmented histograms extracted: 573.13416
INFO: [5480/9060] Segmented histograms extracted: 573.13435
INFO: [5490/9060] Segmented histograms extracted: 573.13426
INFO: [5500/9060] Segmented histograms extracted: 573.13448
INFO: [5510/9060] Segmented histograms extracted: 573.13465
INFO: [5520/9060] Segmented histograms extracted: 573.13471
INFO: [5530/9060] Segmented histograms extracted: 573.13474
INFO: [5540/9060] Segmented histograms extracted: 573.13495
INFO: [5550/9060] Segmented histograms extracted: 573.13489
INFO: [5560/9060] Segmented histograms extracted: 573.13504
INFO: [5570/9060] Segmented histograms extracted: 573.13512
INFO: [5580/9060] Segmented histograms extracted: 573.13529
INFO: [5590/9060] Segmented histograms extracted: 573.13537
INFO: [5600/9060] Segmented histograms extracted: 573.13543
INFO: [5610/9060] Segmented histograms extracted: 573.13551
INFO: [5620/9060] Segmented histograms extracted: 573.13564
INFO: [5630/9060] Segmented histograms extracted: 573.13585
INFO: [5640/9060] Segmented histograms extracted: 573.13587
INFO: [5650/9060] Segmented histograms extracted: 573.13605
INFO: [5660/9060] Segmented histograms extracted: 573.13609
INFO: [5670/9060] Segmented histograms extracted: 573.13618
INFO: [5680/9060] Segmented histograms extracted: 573.13629
INFO: [5690/9060] Segmented histograms extracted: 573.13632
INFO: [5700/9060] Segmented histograms extracted: 573.13652
INFO: [5710/9060] Segmented histograms extracted: 573.13650
INFO: [5720/9060] Segmented histograms extracted: 573.13672
INFO: [5730/9060] Segmented histograms extracted: 573.13681
INFO: [5740/9060] Segmented histograms extracted: 573.13692
INFO: [5750/9060] Segmented histograms extracted: 573.13695
INFO: [5760/9060] Segmented histograms extracted: 573.13700
INFO: [5770/9060] Segmented histograms extracted: 573.13713
INFO: [5780/9060] Segmented histograms extracted: 573.13731
INFO: [5790/9060] Segmented histograms extracted: 573.13728
INFO: [5800/9060] Segmented histograms extracted: 573.13751
INFO: [5810/9060] Segmented histograms extracted: 573.13755
INFO: [5820/9060] Segmented histograms extracted: 573.13763
INFO: [5830/9060] Segmented histograms extracted: 573.13787
INFO: [5840/9060] Segmented histograms extracted: 573.13783
INFO: [5850/9060] Segmented histograms extracted: 573.13793
INFO: [5860/9060] Segmented histograms extracted: 573.13806
INFO: [5870/9060] Segmented histograms extracted: 573.13818
INFO: [5880/9060] Segmented histograms extracted: 573.13832
INFO: [5890/9060] Segmented histograms extracted: 573.13844
INFO: [5900/9060] Segmented histograms extracted: 573.13852
INFO: [5910/9060] Segmented histograms extracted: 573.13859
INFO: [5920/9060] Segmented histograms extracted: 573.13867
INFO: [5930/9060] Segmented histograms extracted: 573.13879
INFO: [5940/9060] Segmented histograms extracted: 573.13885
INFO: [5950/9060] Segmented histograms extracted: 573.13895
INFO: [5960/9060] Segmented histograms extracted: 573.13916
INFO: [5970/9060] Segmented histograms extracted: 573.13915
INFO: [5980/9060] Segmented histograms extracted: 573.13932
INFO: [5990/9060] Segmented histograms extracted: 573.13933
INFO: [6000/9060] Segmented histograms extracted: 573.13955
INFO: [6010/9060] Segmented histograms extracted: 573.13961
INFO: [6020/9060] Segmented histograms extracted: 573.13963
INFO: [6030/9060] Segmented histograms extracted: 573.13981
INFO: [6040/9060] Segmented histograms extracted: 573.13982
INFO: [6050/9060] Segmented histograms extracted: 573.14002
INFO: [6060/9060] Segmented histograms extracted: 573.14000
INFO: [6070/9060] Segmented histograms extracted: 573.14029
INFO: [6080/9060] Segmented histograms extracted: 573.14039
INFO: [6090/9060] Segmented histograms extracted: 573.14037
INFO: [6100/9060] Segmented histograms extracted: 573.14045
INFO: [6110/9060] Segmented histograms extracted: 573.14064
INFO: [6120/9060] Segmented histograms extracted: 573.14069
INFO: [6130/9060] Segmented histograms extracted: 573.14078
INFO: [6140/9060] Segmented histograms extracted: 573.14082
INFO: [6150/9060] Segmented histograms extracted: 573.14106
INFO: [6160/9060] Segmented histograms extracted: 573.14119
INFO: [6170/9060] Segmented histograms extracted: 573.14116
INFO: [6180/9060] Segmented histograms extracted: 573.14126
INFO: [6190/9060] Segmented histograms extracted: 573.14146
INFO: [6200/9060] Segmented histograms extracted: 573.14155
INFO: [6210/9060] Segmented histograms extracted: 573.14156
INFO: [6220/9060] Segmented histograms extracted: 573.14183
INFO: [6230/9060] Segmented histograms extracted: 573.14178
INFO: [6240/9060] Segmented histograms extracted: 573.14191
INFO: [6250/9060] Segmented histograms extracted: 573.14209
INFO: [6260/9060] Segmented histograms extracted: 573.14217
INFO: [6270/9060] Segmented histograms extracted: 573.14228
INFO: [6280/9060] Segmented histograms extracted: 573.14239
INFO: [6290/9060] Segmented histograms extracted: 573.14245
INFO: [6300/9060] Segmented histograms extracted: 573.14246
INFO: [6310/9060] Segmented histograms extracted: 573.14265
INFO: [6320/9060] Segmented histograms extracted: 573.14272
INFO: [6330/9060] Segmented histograms extracted: 573.14277
INFO: [6340/9060] Segmented histograms extracted: 573.14299
INFO: [6350/9060] Segmented histograms extracted: 573.14306
INFO: [6360/9060] Segmented histograms extracted: 573.14320
INFO: [6370/9060] Segmented histograms extracted: 573.14328
INFO: [6380/9060] Segmented histograms extracted: 573.14330
INFO: [6390/9060] Segmented histograms extracted: 573.14336
INFO: [6400/9060] Segmented histograms extracted: 573.14351
INFO: [6410/9060] Segmented histograms extracted: 573.14358
INFO: [6420/9060] Segmented histograms extracted: 573.14371
INFO: [6430/9060] Segmented histograms extracted: 573.14382
INFO: [6440/9060] Segmented histograms extracted: 573.14394
INFO: [6450/9060] Segmented histograms extracted: 573.14409
INFO: [6460/9060] Segmented histograms extracted: 573.14422
INFO: [6470/9060] Segmented histograms extracted: 573.14421
INFO: [6480/9060] Segmented histograms extracted: 573.14429
INFO: [6490/9060] Segmented histograms extracted: 573.14451
INFO: [6500/9060] Segmented histograms extracted: 573.14453
INFO: [6510/9060] Segmented histograms extracted: 573.14462
INFO: [6520/9060] Segmented histograms extracted: 573.14469
INFO: [6530/9060] Segmented histograms extracted: 573.14483
INFO: [6540/9060] Segmented histograms extracted: 573.14507
INFO: [6550/9060] Segmented histograms extracted: 573.14514
INFO: [6560/9060] Segmented histograms extracted: 573.14512
INFO: [6570/9060] Segmented histograms extracted: 573.14533
INFO: [6580/9060] Segmented histograms extracted: 573.14542
INFO: [6590/9060] Segmented histograms extracted: 573.14539
INFO: [6600/9060] Segmented histograms extracted: 573.15368
INFO: [6610/9060] Segmented histograms extracted: 573.15364
INFO: [6620/9060] Segmented histograms extracted: 573.15375
INFO: [6630/9060] Segmented histograms extracted: 573.15516
INFO: [6640/9060] Segmented histograms extracted: 573.15530
INFO: [6650/9060] Segmented histograms extracted: 573.15541
INFO: [6660/9060] Segmented histograms extracted: 573.15556
INFO: [6670/9060] Segmented histograms extracted: 573.15573
INFO: [6680/9060] Segmented histograms extracted: 573.15580
INFO: [6690/9060] Segmented histograms extracted: 573.15589
INFO: [6700/9060] Segmented histograms extracted: 573.15593
INFO: [6710/9060] Segmented histograms extracted: 573.15610
INFO: [6720/9060] Segmented histograms extracted: 573.15616
INFO: [6730/9060] Segmented histograms extracted: 573.15628
INFO: [6740/9060] Segmented histograms extracted: 573.17914
INFO: [6750/9060] Segmented histograms extracted: 573.1999
INFO: [6760/9060] Segmented histograms extracted: 573.20065
INFO: [6770/9060] Segmented histograms extracted: 573.20059
INFO: [6780/9060] Segmented histograms extracted: 573.2021
INFO: [6790/9060] Segmented histograms extracted: 573.20479
INFO: [6800/9060] Segmented histograms extracted: 573.20485
INFO: [6810/9060] Segmented histograms extracted: 573.20483
INFO: [6820/9060] Segmented histograms extracted: 573.20492
INFO: [6830/9060] Segmented histograms extracted: 573.20516
INFO: [6840/9060] Segmented histograms extracted: 573.20676
INFO: [6850/9060] Segmented histograms extracted: 573.20679
INFO: [6860/9060] Segmented histograms extracted: 573.20687
INFO: [6870/9060] Segmented histograms extracted: 573.20723
INFO: [6880/9060] Segmented histograms extracted: 573.20761
INFO: [6890/9060] Segmented histograms extracted: 573.20779
INFO: [6900/9060] Segmented histograms extracted: 573.20772
INFO: [6910/9060] Segmented histograms extracted: 573.20796
INFO: [6920/9060] Segmented histograms extracted: 573.20816
INFO: [6930/9060] Segmented histograms extracted: 573.20853
INFO: [6940/9060] Segmented histograms extracted: 573.20854
INFO: [6950/9060] Segmented histograms extracted: 573.20859
INFO: [6960/9060] Segmented histograms extracted: 573.20867
INFO: [6970/9060] Segmented histograms extracted: 573.20897
INFO: [6980/9060] Segmented histograms extracted: 573.20919
INFO: [6990/9060] Segmented histograms extracted: 573.20927
INFO: [7000/9060] Segmented histograms extracted: 573.20960
INFO: [7010/9060] Segmented histograms extracted: 573.21018
INFO: [7020/9060] Segmented histograms extracted: 573.21117
INFO: [7030/9060] Segmented histograms extracted: 573.21140
INFO: [7040/9060] Segmented histograms extracted: 573.21170
INFO: [7050/9060] Segmented histograms extracted: 573.21206
INFO: [7060/9060] Segmented histograms extracted: 573.21217
INFO: [7070/9060] Segmented histograms extracted: 573.21232
INFO: [7080/9060] Segmented histograms extracted: 573.21244
INFO: [7090/9060] Segmented histograms extracted: 573.21264
INFO: [7100/9060] Segmented histograms extracted: 573.21274
INFO: [7110/9060] Segmented histograms extracted: 573.21303
INFO: [7120/9060] Segmented histograms extracted: 573.21320
INFO: [7130/9060] Segmented histograms extracted: 573.21327
INFO: [7140/9060] Segmented histograms extracted: 573.21350
INFO: [7150/9060] Segmented histograms extracted: 573.21363
INFO: [7160/9060] Segmented histograms extracted: 573.21377
INFO: [7170/9060] Segmented histograms extracted: 573.21386
INFO: [7180/9060] Segmented histograms extracted: 573.21384
INFO: [7190/9060] Segmented histograms extracted: 573.21397
INFO: [7200/9060] Segmented histograms extracted: 573.21402
INFO: [7210/9060] Segmented histograms extracted: 573.21413
INFO: [7220/9060] Segmented histograms extracted: 573.21422
INFO: [7230/9060] Segmented histograms extracted: 573.21431
INFO: [7240/9060] Segmented histograms extracted: 573.21442
INFO: [7250/9060] Segmented histograms extracted: 573.21478
INFO: [7260/9060] Segmented histograms extracted: 573.21487
INFO: [7270/9060] Segmented histograms extracted: 573.21513
INFO: [7280/9060] Segmented histograms extracted: 573.21516
INFO: [7290/9060] Segmented histograms extracted: 573.21527
INFO: [7300/9060] Segmented histograms extracted: 573.21551
INFO: [7310/9060] Segmented histograms extracted: 573.21559
INFO: [7320/9060] Segmented histograms extracted: 573.21598
INFO: [7330/9060] Segmented histograms extracted: 573.21608
INFO: [7340/9060] Segmented histograms extracted: 573.21605
INFO: [7350/9060] Segmented histograms extracted: 573.21629
INFO: [7360/9060] Segmented histograms extracted: 573.21627
INFO: [7370/9060] Segmented histograms extracted: 573.21645
INFO: [7380/9060] Segmented histograms extracted: 573.21677
INFO: [7390/9060] Segmented histograms extracted: 573.21681
INFO: [7400/9060] Segmented histograms extracted: 573.21691
INFO: [7410/9060] Segmented histograms extracted: 573.21718
INFO: [7420/9060] Segmented histograms extracted: 573.21725
INFO: [7430/9060] Segmented histograms extracted: 573.21742
INFO: [7440/9060] Segmented histograms extracted: 573.21760
INFO: [7450/9060] Segmented histograms extracted: 573.21772
INFO: [7460/9060] Segmented histograms extracted: 573.21781
INFO: [7470/9060] Segmented histograms extracted: 573.21790
INFO: [7480/9060] Segmented histograms extracted: 573.21814
INFO: [7490/9060] Segmented histograms extracted: 573.21812
INFO: [7500/9060] Segmented histograms extracted: 573.21827
INFO: [7510/9060] Segmented histograms extracted: 573.21841
INFO: [7520/9060] Segmented histograms extracted: 573.21851
INFO: [7530/9060] Segmented histograms extracted: 573.21862
INFO: [7540/9060] Segmented histograms extracted: 573.21867
INFO: [7550/9060] Segmented histograms extracted: 573.21883
INFO: [7560/9060] Segmented histograms extracted: 573.21903
INFO: [7570/9060] Segmented histograms extracted: 573.21901
INFO: [7580/9060] Segmented histograms extracted: 573.21916
INFO: [7590/9060] Segmented histograms extracted: 573.21925
INFO: [7600/9060] Segmented histograms extracted: 573.21933
INFO: [7610/9060] Segmented histograms extracted: 573.21945
INFO: [7620/9060] Segmented histograms extracted: 573.21957
INFO: [7630/9060] Segmented histograms extracted: 573.21964
INFO: [7640/9060] Segmented histograms extracted: 573.21975
INFO: [7650/9060] Segmented histograms extracted: 573.21993
INFO: [7660/9060] Segmented histograms extracted: 573.22005
INFO: [7670/9060] Segmented histograms extracted: 573.22017
INFO: [7680/9060] Segmented histograms extracted: 573.22028
INFO: [7690/9060] Segmented histograms extracted: 573.22038
INFO: [7700/9060] Segmented histograms extracted: 573.22053
INFO: [7710/9060] Segmented histograms extracted: 573.22057
INFO: [7720/9060] Segmented histograms extracted: 573.22065
INFO: [7730/9060] Segmented histograms extracted: 573.24244
INFO: [7740/9060] Segmented histograms extracted: 573.22085
INFO: [7750/9060] Segmented histograms extracted: 573.24251
INFO: [7760/9060] Segmented histograms extracted: 573.24267
INFO: [7770/9060] Segmented histograms extracted: 573.24276
INFO: [7780/9060] Segmented histograms extracted: 573.24283
INFO: [7790/9060] Segmented histograms extracted: 573.24295
INFO: [7800/9060] Segmented histograms extracted: 573.24308
INFO: [7810/9060] Segmented histograms extracted: 573.24311
INFO: [7820/9060] Segmented histograms extracted: 573.24320
INFO: [7830/9060] Segmented histograms extracted: 573.24344
INFO: [7840/9060] Segmented histograms extracted: 573.24340
INFO: [7850/9060] Segmented histograms extracted: 573.24353
INFO: [7860/9060] Segmented histograms extracted: 573.24374
INFO: [7870/9060] Segmented histograms extracted: 573.24371
INFO: [7880/9060] Segmented histograms extracted: 573.24387
INFO: [7890/9060] Segmented histograms extracted: 573.24389
INFO: [7900/9060] Segmented histograms extracted: 573.24401
INFO: [7910/9060] Segmented histograms extracted: 573.24427
INFO: [7920/9060] Segmented histograms extracted: 573.24420
INFO: [7930/9060] Segmented histograms extracted: 573.24436
INFO: [7940/9060] Segmented histograms extracted: 573.24444
INFO: [7950/9060] Segmented histograms extracted: 573.24451
INFO: [7960/9060] Segmented histograms extracted: 573.26078
INFO: [7970/9060] Segmented histograms extracted: 573.26096
INFO: [7980/9060] Segmented histograms extracted: 573.26105
INFO: [7990/9060] Segmented histograms extracted: 573.26104
INFO: [8000/9060] Segmented histograms extracted: 573.26131
INFO: [8010/9060] Segmented histograms extracted: 573.26118
INFO: [8020/9060] Segmented histograms extracted: 573.26139
INFO: [8030/9060] Segmented histograms extracted: 573.26143
INFO: [8040/9060] Segmented histograms extracted: 573.26163
INFO: [8050/9060] Segmented histograms extracted: 573.26165
INFO: [8060/9060] Segmented histograms extracted: 573.26179
INFO: [8070/9060] Segmented histograms extracted: 573.26196
INFO: [8080/9060] Segmented histograms extracted: 573.26207
INFO: [8090/9060] Segmented histograms extracted: 573.26205
INFO: [8100/9060] Segmented histograms extracted: 573.26233
INFO: [8110/9060] Segmented histograms extracted: 573.26242
INFO: [8120/9060] Segmented histograms extracted: 573.26238
INFO: [8130/9060] Segmented histograms extracted: 573.26249
INFO: [8140/9060] Segmented histograms extracted: 573.26266
INFO: [8150/9060] Segmented histograms extracted: 573.26271
INFO: [8160/9060] Segmented histograms extracted: 573.26285
INFO: [8170/9060] Segmented histograms extracted: 573.26291
INFO: [8180/9060] Segmented histograms extracted: 573.26309
INFO: [8190/9060] Segmented histograms extracted: 573.26317
INFO: [8200/9060] Segmented histograms extracted: 573.26318
INFO: [8210/9060] Segmented histograms extracted: 573.29863
INFO: [8220/9060] Segmented histograms extracted: 573.29880
INFO: [8230/9060] Segmented histograms extracted: 573.29886
INFO: [8240/9060] Segmented histograms extracted: 573.29899
INFO: [8250/9060] Segmented histograms extracted: 573.29918
INFO: [8260/9060] Segmented histograms extracted: 573.29916
INFO: [8270/9060] Segmented histograms extracted: 573.29929
INFO: [8280/9060] Segmented histograms extracted: 573.29946
INFO: [8290/9060] Segmented histograms extracted: 573.29943
INFO: [8300/9060] Segmented histograms extracted: 573.29963
INFO: [8310/9060] Segmented histograms extracted: 573.29966
INFO: [8320/9060] Segmented histograms extracted: 573.29978
INFO: [8330/9060] Segmented histograms extracted: 573.29987
INFO: [8340/9060] Segmented histograms extracted: 573.30001
INFO: [8350/9060] Segmented histograms extracted: 573.30009
INFO: [8360/9060] Segmented histograms extracted: 573.33123
INFO: [8370/9060] Segmented histograms extracted: 573.33129
INFO: [8380/9060] Segmented histograms extracted: 573.33141
INFO: [8390/9060] Segmented histograms extracted: 573.33175
INFO: [8400/9060] Segmented histograms extracted: 573.33190
INFO: [8410/9060] Segmented histograms extracted: 573.33209
INFO: [8420/9060] Segmented histograms extracted: 573.33228
INFO: [8430/9060] Segmented histograms extracted: 573.33256
INFO: [8440/9060] Segmented histograms extracted: 573.33284
INFO: [8450/9060] Segmented histograms extracted: 573.33281
INFO: [8460/9060] Segmented histograms extracted: 573.33329
INFO: [8470/9060] Segmented histograms extracted: 573.33346
INFO: [8480/9060] Segmented histograms extracted: 573.33354
INFO: [8490/9060] Segmented histograms extracted: 573.33359
INFO: [8500/9060] Segmented histograms extracted: 573.33395
INFO: [8510/9060] Segmented histograms extracted: 573.33398
INFO: [8520/9060] Segmented histograms extracted: 573.33404
INFO: [8530/9060] Segmented histograms extracted: 573.34246
INFO: [8540/9060] Segmented histograms extracted: 573.33433
INFO: [8550/9060] Segmented histograms extracted: 573.34283
INFO: [8560/9060] Segmented histograms extracted: 573.46080
INFO: [8570/9060] Segmented histograms extracted: 573.46074
INFO: [8580/9060] Segmented histograms extracted: 573.46091
INFO: [8590/9060] Segmented histograms extracted: 573.46098
INFO: [8600/9060] Segmented histograms extracted: 573.46120
INFO: [8610/9060] Segmented histograms extracted: 573.46118
INFO: [8620/9060] Segmented histograms extracted: 573.46130
INFO: [8630/9060] Segmented histograms extracted: 573.46136
INFO: [8640/9060] Segmented histograms extracted: 573.46149
INFO: [8650/9060] Segmented histograms extracted: 573.46170
INFO: [8660/9060] Segmented histograms extracted: 573.46169
INFO: [8670/9060] Segmented histograms extracted: 573.46833
INFO: [8680/9060] Segmented histograms extracted: 573.46858
INFO: [8690/9060] Segmented histograms extracted: 573.46852
INFO: [8700/9060] Segmented histograms extracted: 573.46875
INFO: [8710/9060] Segmented histograms extracted: 573.46874
INFO: [8720/9060] Segmented histograms extracted: 573.5647
INFO: [8730/9060] Segmented histograms extracted: 573.5665
INFO: [8740/9060] Segmented histograms extracted: 573.5694
INFO: [8750/9060] Segmented histograms extracted: 573.5706
INFO: [8760/9060] Segmented histograms extracted: 573.5722
INFO: [8770/9060] Segmented histograms extracted: 573.5777
INFO: [8780/9060] Segmented histograms extracted: 573.5795
INFO: [8790/9060] Segmented histograms extracted: 573.5814
INFO: [8800/9060] Segmented histograms extracted: 573.5819
INFO: [8810/9060] Segmented histograms extracted: 573.5825
INFO: [8820/9060] Segmented histograms extracted: 573.66119
INFO: [8830/9060] Segmented histograms extracted: 573.66120
INFO: [8840/9060] Segmented histograms extracted: 573.66132
INFO: [8850/9060] Segmented histograms extracted: 573.66150
INFO: [8860/9060] Segmented histograms extracted: 573.66153
INFO: [8870/9060] Segmented histograms extracted: 573.66169
INFO: [8880/9060] Segmented histograms extracted: 573.66186
INFO: [8890/9060] Segmented histograms extracted: 573.67187
INFO: [8900/9060] Segmented histograms extracted: 573.67209
INFO: [8910/9060] Segmented histograms extracted: 573.67206
INFO: [8920/9060] Segmented histograms extracted: 573.67224
INFO: [8930/9060] Segmented histograms extracted: 573.67225
INFO: [8940/9060] Segmented histograms extracted: 573.67245
INFO: [8950/9060] Segmented histograms extracted: 573.67254
INFO: [8960/9060] Segmented histograms extracted: 573.67262
INFO: [8970/9060] Segmented histograms extracted: 573.67277
INFO: [8980/9060] Segmented histograms extracted: 573.67274
INFO: [8990/9060] Segmented histograms extracted: 573.67288
INFO: [9000/9060] Segmented histograms extracted: 573.67295
INFO: [9010/9060] Segmented histograms extracted: 573.67317
INFO: [9020/9060] Segmented histograms extracted: 573.67328
INFO: [9030/9060] Segmented histograms extracted: 573.67326
INFO: [9040/9060] Segmented histograms extracted: 573.67339
INFO: [9050/9060] Segmented histograms extracted: 573.7030
INFO: [9060/9060] Segmented histograms extracted: 573.9724
Features guardadas en: data/processed/hier_bigru/
