epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc_roc
1,0.41684494685431767,0.3987304979201519,0.734954070319924,0.852056576166477,0.6825996353216983,0.757972376889146,0.8311086378239283
2,0.3836884777909437,0.3780926788094068,0.7694805194805194,0.8201477501678979,0.7952591820786663,0.8075117370892019,0.8460790767797801
3,0.3749283163269539,0.3728121532635255,0.7620367437440608,0.8392623783940758,0.752800208387601,0.7936834878132509,0.8488183081136975
4,0.36934017386671675,0.36583433563661094,0.7667880899588216,0.8381197313901986,0.7640010419380047,0.799345915377802,0.8528110619084831
5,0.3668970573910683,0.35693996422218555,0.7678175483053532,0.8473360655737705,0.7539723886428757,0.7979324603721571,0.8611705094708482
6,0.3613589064556387,0.379947126363263,0.7121476084890719,0.8939777821087508,0.5974212034383954,0.7162151612147709,0.8546313091845783
7,0.35245665513613833,0.35028327700465617,0.7673424136838771,0.8829993535875889,0.7116436572023964,0.7881148132121737,0.8727347846793014
8,0.34491526145036977,0.3421376296366104,0.7713810579664239,0.8715681712424383,0.7318312060432405,0.7956106194690266,0.8734012303288157
9,0.33570989288155806,0.32794589270847013,0.7941875197972759,0.858939929328622,0.7914821568116697,0.8238324408594863,0.8843527223261528
10,0.3332208704053019,0.33944448903955593,0.7707475451377891,0.8800254250754806,0.7212815837457671,0.7927850547562809,0.8747858106988088
11,0.3251252686897201,0.34122989093414463,0.7615616091225847,0.904069264069264,0.6799947903099766,0.7761837508362447,0.8815195455466359
12,0.32288588994420697,0.32160633320760246,0.8011561609122585,0.8585704371963914,0.8056785621255536,0.831284015319492,0.8894040298794141
13,0.3206636300268729,0.32233430415090886,0.7884859043395629,0.890257209664848,0.7438134930971607,0.8104732846093805,0.8896362162915954
14,0.3141597524418959,0.31555300138213416,0.8038485904339563,0.8650849361224203,0.8025527481114874,0.8326464428079183,0.8941899063571375
15,0.3114298757148965,0.3194617201583554,0.7868229331643966,0.8974808673469388,0.7331336285491014,0.8070250896057347,0.8915898632061695
16,0.308874590581308,0.31324039798493336,0.7911783338612607,0.8841639993903369,0.7555352956499088,0.8148044104220802,0.893652808364973
17,0.3071934460858593,0.319247478939066,0.8030566993981628,0.8617421602787456,0.8052878353737952,0.8325590789739447,0.8931572300236014
18,0.3051456198296739,0.3112914670597423,0.80218561925879,0.8759071117561683,0.7860119822870539,0.8285282811641955,0.896057685476805
19,0.30409287263726975,0.310693306603817,0.7893569844789357,0.8962413139608338,0.7391247720760614,0.8101356174161314,0.8967026608886468
20,0.3021698522928584,0.3202993135259609,0.8049572378840671,0.8522220721329191,0.8216983589476426,0.8366819176447186,0.8937579230702439
