epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc_roc,lr
1,0.6194384381868702,0.6070145071967493,0.7359043395628762,0.7170414792603698,0.9343579057046105,0.8114007804105638,0.8231330102273057,0.001
2,0.585949058420392,0.5820163362883503,0.7407348748812164,0.7349050565393642,0.8972388642875749,0.807999061693643,0.8391599243279368,0.001
3,0.5596671596010682,0.5548722993110932,0.7653626860943934,0.757847533632287,0.9024485543110184,0.82385113845788,0.8564651463843962,0.001
4,0.5348428879403292,0.5339535234378109,0.7708267342413684,0.7600565340291368,0.910523573847356,0.828513865844987,0.8684550243250426,0.001
5,0.5162596631287458,0.5281988466053883,0.7636205258156478,0.7404447176964853,0.9411305027350872,0.8288122956930665,0.8759149846998245,0.001
6,0.49897193888633756,0.5067801878855364,0.7914950902755781,0.7943750729373322,0.8865589997395155,0.8379393118729611,0.8845448888467904,0.001
7,0.4833668959622161,0.489203640952013,0.7908615774469433,0.7692718913717523,0.9370929929669185,0.8449298338324233,0.894667829637874,0.001
8,0.47144486306760663,0.46873008700771424,0.8077288565093443,0.7936241610738255,0.9240687679083095,0.8538933686364183,0.9029795480199232,0.001
9,0.457085321408206,0.4651792404578304,0.800364269876465,0.7874902441743784,0.9199010158895545,0.8485613023367574,0.9033775104522695,0.001
10,0.44604031153679297,0.46389602790960577,0.7991764333227748,0.7746208075197607,0.9445168012503256,0.8511737089201878,0.9071298160032204,0.001
11,0.4326520529578258,0.45334435846637955,0.8065410199556541,0.7822102425876011,0.9449075280020839,0.8558957116734501,0.9134355669221519,0.001
12,0.4100021268301176,0.43167492148047903,0.8319607222046247,0.8259798169443793,0.9167752018754884,0.8690123456790123,0.920131426271046,0.001
13,0.40045717482278004,0.42775008317883567,0.8356034209692746,0.8373073217726397,0.9055743683250846,0.8701038668502065,0.9225758759778036,0.001
14,0.3928187913478123,0.4218014193494116,0.8287931580614507,0.8108656447249775,0.9369627507163324,0.8693655589123868,0.9246905496749207,0.001
15,0.38236179147636495,0.4177382800152453,0.835920177383592,0.8202696526508226,0.9350091169575411,0.8738892270237371,0.9266470645501643,0.001
16,0.38031041011657196,0.41632868728299827,0.8411466582198289,0.8358597820937944,0.9192498046366241,0.8755737501550677,0.926685782019202,0.001
17,0.3734327943821135,0.4071149779307234,0.8479569211276529,0.835626020051294,0.9335764522010941,0.8818897637795275,0.9316296857609699,0.001
18,0.36615008754270234,0.4192756161644992,0.8430471967057332,0.8358490566037736,0.9231570721542068,0.8773363039980195,0.9280333420161502,0.001
19,0.36005724882952495,0.44124555468615884,0.8476401647133355,0.8673391215526047,0.8847356082313103,0.8759509993552547,0.9264528325716135,0.001
20,0.3577561400124549,0.41793182317898286,0.8428888184985746,0.8267156300206564,0.9382651732221933,0.8789653489507077,0.9283791154577817,0.001
21,0.3515874502393749,0.4087330376722427,0.8441558441558441,0.8302105019662271,0.934878874706955,0.8794413134035776,0.9325749550730015,0.001
22,0.3453621394886305,0.40292541651856567,0.8511244852708267,0.8481027857829011,0.9199010158895545,0.8825440459827565,0.9330399330633766,0.001
23,0.34055935273879845,0.4229190399106101,0.8417009819448844,0.8249971386059288,0.9387861422245376,0.8782211392019494,0.9292999281694255,0.001
24,0.33930525127683403,0.41584274248637176,0.8437598986379474,0.8269340974212034,0.9396978379786403,0.8797171249161738,0.9312531409431646,0.001
25,0.33565352498582424,0.4188575707913662,0.8479569211276529,0.8379901385301713,0.9296691846835113,0.8814522104223265,0.9320532361910325,0.001
26,0.3324315541842247,0.4033503040224553,0.8537377256889452,0.8491198658843252,0.9235477989059651,0.8847713519246366,0.9344700982210751,0.001
27,0.33076591208050643,0.41791732350293526,0.8498574596135572,0.8316888480954566,0.9441260744985673,0.8843479321703062,0.9323636600440456,0.001
28,0.3246151892216568,0.40588377356147676,0.8565093443142223,0.852608800192354,0.9236780411565512,0.886721680420105,0.9342781290371809,0.001
29,0.32302473444518787,0.42893239025408453,0.8590433956287615,0.8755731023942944,0.8954154727793696,0.8853831294269157,0.9346952331336286,0.001
30,0.31986778149244427,0.41266387312036495,0.8555590750712702,0.8614472709310941,0.9085699400885647,0.8843813387423936,0.9342036015271232,0.001
31,0.31674808300551044,0.43895866274201356,0.8552423186569528,0.8528347406513872,0.9208127116436572,0.8855210420841684,0.9328044445496907,0.001
32,0.3120506676922036,0.4145844077167695,0.8550047513462148,0.8479942863944768,0.927845793175306,0.8861247590024255,0.9321150420590378,0.001
33,0.3093844223840646,0.4001573048982177,0.8569052898321191,0.8590825688073395,0.914691325866111,0.8860152652494796,0.9364703823859853,0.001
34,0.3076196280644974,0.42815977203003897,0.8552423186569528,0.8552343939761963,0.9171659286272467,0.8851181498240321,0.9323442421085038,0.0005
35,0.29208170594799004,0.4189254645329457,0.8546879949318974,0.8533930083464376,0.9188590778848659,0.8849169018501097,0.9338846001036676,0.0005
36,0.28752442617731955,0.4228405314702916,0.8557966423820083,0.858665033680343,0.9131284188590779,0.8850596477939784,0.934704323779604,0.0005
37,0.2875668375313583,0.42480656580985543,0.8539752929996832,0.8470966206568301,0.9271945819223756,0.8853376445715707,0.933318756725894,0.0005
38,0.2848480241775379,0.42434104209364487,0.8549255622426354,0.8463270142180095,0.9303203959364418,0.8863382553666708,0.9330884910580144,0.0005
39,0.2805039145102577,0.4312184238061419,0.8557966423820083,0.8461993143397565,0.9322740296952331,0.8871537460494515,0.9344246186796329,0.0005
40,0.28056623896795985,0.42382106886368187,0.8569844789356984,0.8530543530543531,0.9239385256577234,0.8870826559959984,0.9342550932613448,0.0005
41,0.27682544725810754,0.4176862286733673,0.8620525815647767,0.8583675440714803,0.9258921594165147,0.8908521303258146,0.9368357974114683,0.0005
42,0.2759758517024929,0.4391459258014776,0.8619733924611973,0.865770984839147,0.914821568116697,0.8896206700018998,0.9343596291121689,0.0005
43,0.2739457088850117,0.4285336328317075,0.8576971808679126,0.8477001300697647,0.9337066944516801,0.8886272079330647,0.9342208092911403,0.0005
44,0.2736117861187164,0.4216062069284753,0.8569844789356984,0.8480322427690848,0.9317530606928888,0.8879235447437012,0.9358429831000814,0.0005
45,0.27162268523187433,0.4225770723299914,0.8581723154893887,0.8580464663666221,0.9187288356342798,0.8873514057487892,0.9345858559547021,0.0005
46,0.27055608018589233,0.43390988258189633,0.8597560975609756,0.8614612654509852,0.9167752018754884,0.8882579342545271,0.9343627601884958,0.0005
47,0.2706207751515319,0.4320287254180085,0.8599144757681343,0.8571255892662879,0.9235477989059651,0.8890978622029967,0.9357605094971597,0.00025
48,0.2602867387230986,0.427989028309566,0.8607855559075072,0.8539823008849557,0.9300599114352696,0.8903990024937656,0.9359244437077208,0.00025
49,0.26115301328925894,0.43064179799609326,0.856430155210643,0.8498985801217038,0.92771555092472,0.8871038047200946,0.9345874609602143,0.00025
50,0.2567082618499531,0.4241471732023633,0.86529933481153,0.8708276461099392,0.9140401146131805,0.8919107835038445,0.9380634424473967,0.00025
51,0.25326407075647017,0.42239571699660833,0.8625277161862528,0.8595981602517551,0.924980463662412,0.8910915934755332,0.9374046271519572,0.00025
52,0.25229488577081527,0.44365305655542014,0.86529933481153,0.8724915866882712,0.9116957541026309,0.8916629514043691,0.9368475586813696,0.00025
53,0.252847950155489,0.4436770673746934,0.8595977193538169,0.8538894881936954,0.927845793175306,0.8893327507646215,0.9354093684961099,0.00025
54,0.2520810793239082,0.43522836019909844,0.8614982578397212,0.8562672755678404,0.9279760354258921,0.8906806675417214,0.9364675538926647,0.00025
55,0.2522439934267332,0.44368002501941195,0.8576179917643332,0.8557599225556631,0.9210731961448294,0.8872161585748338,0.9349136322853435,0.00025
56,0.2521291839599242,0.4388704766979136,0.8595185302502376,0.853448275862069,0.9283667621776505,0.8893325015595758,0.9355039717308538,0.000125
57,0.24636350925207406,0.4392474832850262,0.861894203357618,0.8585065248912518,0.9253711904141704,0.8906857214491664,0.9362661257008744,0.000125
58,0.24244582583679622,0.45037563209056475,0.8603896103896104,0.8553406223717409,0.9271945819223756,0.889819386288357,0.9356485537847872,0.000125
59,0.24403387712616634,0.443773671734748,0.859835286664555,0.8536877394636015,0.9286272466788226,0.8895820336868372,0.9358789510104957,0.000125
60,0.24480868183573645,0.43914314420728745,0.8626860943934115,0.8596321393998064,0.9252409481635843,0.891230711328566,0.9364443207800854,0.000125
61,0.24215629258084953,0.44292935895721747,0.8588850174216028,0.8503684335631091,0.9318833029434749,0.889261744966443,0.935920536440203,0.000125
62,0.24022457134386027,0.4496633094582188,0.8586474501108647,0.8528319961681236,0.9275853086741339,0.8886393411940857,0.9355115231502311,6.25e-05
63,0.2396740020658618,0.44913432988326385,0.8614190687361419,0.8595342066957787,0.9228965876530346,0.8900891847757819,0.9360903775972806,6.25e-05
64,0.23807587029137642,0.4531729158355937,0.8604687994931898,0.8552726399231324,0.9274550664235478,0.8899025243689078,0.9357276595072896,6.25e-05
65,0.2356851991951315,0.449745972666748,0.8608647450110865,0.8577643504531722,0.9244594946600677,0.8898639754278193,0.9358913306021929,6.25e-05
