epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc_roc,lr
1,0.9407437372622857,0.8541360441819057,0.6940801051174359,0.5414570949550374,0.9340081503878007,0.6855130493511505,0.8751115659011289,0.001
2,0.8588835189924188,0.8260109281562125,0.6922733991881556,0.5391999402382998,0.9488628894439333,0.6876414128182533,0.8855183724782054,0.001
3,0.8321630475305332,0.8115355477242013,0.6999460334592552,0.5454443278885059,0.9569475483107664,0.6948408342480791,0.8918709702053538,0.001
4,0.8115869518757487,0.7878098644027791,0.7325840587531383,0.5776096946037168,0.9336137767845406,0.7136791860319055,0.8968097866533065,0.001
5,0.790951516731487,0.7646347099817413,0.7372533377132265,0.5818122555410691,0.9386091757591691,0.7183459932592182,0.9018584307413109,0.001
6,0.7740817399462685,0.7596370301183516,0.7364321077453718,0.5810101338976843,0.9383462600236624,0.7176574085710695,0.9050965071277579,0.001
7,0.7557551688126599,0.7265227940725628,0.746427649639832,0.5904668062569282,0.9453135270145918,0.7268959591620126,0.9157788559673392,0.001
8,0.7409346115625036,0.7159222643040651,0.750651118045942,0.5953915900677952,0.9409096884448535,0.7292966859413608,0.9166457415769529,0.001
9,0.7287119645625353,0.7136223306182465,0.7454891011051409,0.5895721376707552,0.9446562376758249,0.7260235912202269,0.918092080324235,0.001
10,0.7188021803303855,0.6960663918514215,0.7423214998005584,0.5854880413703943,0.952543709741028,0.7252164339688736,0.9217410350998744,0.001
11,0.7063540952682766,0.6859273247455999,0.7460756939393228,0.5890583177873306,0.9547127645589588,0.7285814606741573,0.9236186640623569,0.001
12,0.6984041458563297,0.6868504501857068,0.7616321359018279,0.6070113044582751,0.9423557249901406,0.7383926042283625,0.9238411135116981,0.001
13,0.6901285959514402,0.6885771879498032,0.7437997137426969,0.5864428611681359,0.9576048376495333,0.7274134358539082,0.9247396943543414,0.001
14,0.6827432981614644,0.6709807250104601,0.7610924704943804,0.605554623258936,0.9487314315761798,0.7392573623559539,0.9275410576786804,0.001
15,0.6754839322966291,0.6774690671592352,0.7469673150472794,0.5895021819945047,0.9589194163270671,0.7301436364546319,0.9274918623118784,0.001
16,0.6708979792286603,0.6637352196880196,0.7678500199441564,0.6131529692019738,0.947416852898646,0.7444863385155726,0.9293300227344643,0.001
17,0.6659196914964317,0.68912381339962,0.7765785213167836,0.6261189399982274,0.9286841067437887,0.7479618845950238,0.9257662361559408,0.001
18,0.6591450134801562,0.6660619385160298,0.7639081160984538,0.6087286847881141,0.9479426843696596,0.741376651416234,0.929247538378874,0.001
19,0.6560987601236169,0.6577866556517278,0.7795584129144278,0.6278170715635022,0.9393321940318128,0.7526134239144745,0.9311821779875251,0.001
20,0.6518192611886965,0.6581388179188281,0.7845561838616579,0.6349682269757451,0.9326278427763902,0.7555378061767838,0.931182068859027,0.001
21,0.6473657126407488,0.6712559367905241,0.7833595344799268,0.6336655790461717,0.9318390955698699,0.7543565594487456,0.9303966290854502,0.001
22,0.6438389949592723,0.6560535766713971,0.7695394073066003,0.6152136752136752,0.9462337320888655,0.7456362977158544,0.931020810516783,0.001
23,0.6406533541279108,0.664073902758386,0.7870198737652221,0.6380279789483154,0.9322991981070067,0.7575911336627053,0.9311491324392328,0.001
24,0.6362841591423299,0.6468595132335002,0.7736924845726084,0.6198613921053764,0.9464966478243723,0.7491221225126804,0.9334342999791791,0.001
25,0.6337276822766095,0.6455547074766903,0.7681315845045636,0.6129373887994578,0.9510319442618641,0.7454404945904173,0.9338891595515485,0.001
26,0.6283288742415607,0.6522196450207082,0.7871371923320585,0.6376266021331899,0.9351912711975812,0.7582604988275421,0.9331783109052685,0.001
27,0.6240417651327638,0.6554233927617059,0.775428799361787,0.6219159140992957,0.9460365452872355,0.7504757932059337,0.9331947425391305,0.001
28,0.6205059368318567,0.6607306415641342,0.7951148548769328,0.6496306555863343,0.9248718285789405,0.7631935781309324,0.9325608054997502,0.001
29,0.6175973981541271,0.6666928875159519,0.8005115089514067,0.6591728324796053,0.9135007230182727,0.7657722188550333,0.9330146421423511,0.001
30,0.6178575659869239,0.6468579915555064,0.7877472488796077,0.6384573942713477,0.9347311686604444,0.7586961160904823,0.9344363322396261,0.001
31,0.6164441771422086,0.6619797166754102,0.7909852413242919,0.6439200292130729,0.9272380701985014,0.7600344809008135,0.9335488717108641,0.001
32,0.6123144282610156,0.6556951579907793,0.783124897346254,0.6318975038656948,0.9401209412383331,0.7557927554228645,0.9344109340807029,0.001
33,0.6102652190820663,0.6374695990136426,0.7842511555878834,0.6332757628094415,0.9399237544367031,0.7567138510384972,0.9355855644534857,0.001
34,0.6061330217780778,0.6581139055263802,0.7925807738332669,0.6459917544663307,0.9269094255291179,0.7613648634056798,0.9333828908628435,0.001
35,0.6058902576454178,0.6361172782722582,0.7791829935005514,0.6261357214276398,0.9466938346260023,0.7537483318941832,0.9368137361455676,0.0005
36,0.5799418133101426,0.6316518877946153,0.7906098219104155,0.6418071963206782,0.9355856448008413,0.7613393239195549,0.9379375702005041,0.0005
37,0.5749079459662122,0.6306384238241537,0.7936835683615289,0.6451335834727182,0.938017615354279,0.7644837284049819,0.9386209652346105,0.0005
38,0.573741565203818,0.6289935333790249,0.794786362889791,0.6469465648854962,0.9358485605363481,0.7650314330234808,0.9389158448271423,0.0005
39,0.5709258732191907,0.6316181570689746,0.7912902695980666,0.6417642571902903,0.9401209412383331,0.7628063251646623,0.9386714833347471,0.0005
